"Cognition","Honesty","Communication","Rep","Coop_Ewan","Payout"
"Mini","Free","both",45,0.934020618556701,2.93711340206186
"Mini","Free","both",46,0.94979079497908,3.01882845188284
"Mini","Free","both",47,0.944676409185804,2.95824634655532
"Mini","Free","both",48,0.922222222222222,2.86481481481481
"Mini","Free","both",49,0.947628458498024,2.96640316205534
"Mini","Free","both",50,0.93,2.90777777777778
"Mini","Free","none",31,0.919354838709677,2.81350806451613
"Mini","Free","none",32,0.9150390625,2.8642578125
"Mini","Free","none",33,0.924361493123772,2.92436149312377
"Mini","Free","none",34,0.914110429447853,2.83231083844581
"Mini","Free","none",35,0.914512922465209,2.86083499005964
"Mini","Free","none",36,0.902830188679245,2.83018867924528
"Mini","Free","none",37,0.927466150870406,2.92359767891683
"Mini","Free","none",38,0.901673640167364,2.73535564853557
"Mini","Free","none",39,0.926275992438563,2.92911153119093
"Mini","Free","none",40,0.928425357873211,2.87832310838446
"Mini","Free","none",41,0.89334637964775,2.79452054794521
"Mini","Free","none",42,0.890449438202247,2.82865168539326
"Mini","Free","none",43,0.876673040152964,2.72370936902486
"Mini","Free","none",44,0.865426695842451,2.70568927789934
"Mini","Free","none",45,0.901574803149606,2.8001968503937
"Mini","Free","none",46,0.914750957854406,2.81226053639847
"Mini","Free","none",47,0.930037313432836,2.90111940298507
"Mini","Free","none",48,0.910394265232975,2.84498207885305
"Mini","Free","none",49,0.918580375782881,2.91231732776618
"Mini","Free","none",50,0.937381404174573,2.88899430740038
"Mini","Free","gossip",31,0.906679764243615,2.83889980353635
"Mini","Free","gossip",32,0.882591093117409,2.76518218623482
"Mini","Free","gossip",33,0.892249527410208,2.79017013232514
"Mini","Free","gossip",34,0.9,2.79811320754717
"Mini","Free","gossip",35,0.928131416837782,2.85728952772074
"Mini","Free","gossip",36,0.874274661508704,2.72340425531915
"Mini","Free","gossip",37,0.920682730923695,2.90261044176707
"Mini","Free","gossip",38,0.93495145631068,2.95533980582524
"Mini","Free","gossip",39,0.875259875259875,2.74324324324324
"Mini","Free","gossip",40,0.870901639344262,2.68135245901639
"Mini","Free","gossip",41,0.925531914893617,2.85589941972921
"Mini","Free","gossip",42,0.901140684410646,2.83650190114068
"Mini","Free","gossip",43,0.911042944785276,2.86298568507157
"Mini","Free","gossip",44,0.904527559055118,2.80610236220472
"Mini","Free","gossip",45,0.877245508982036,2.72754491017964
"Mini","Free","gossip",46,0.888438133874239,2.83265720081136
"Mini","Free","gossip",47,0.900943396226415,2.82452830188679
"Mini","Free","gossip",48,0.885964912280702,2.7504873294347
"Mini","Free","gossip",49,0.919715447154472,2.86788617886179
"Mini","Free","gossip",50,0.911764705882353,2.84819734345351
"Mini","Free","between",31,0.935684647302905,2.96576763485477
"Mini","Free","between",32,0.937759336099585,2.95435684647303
"Mini","Free","between",33,0.943916349809886,2.97148288973384
"Mini","Free","between",34,0.937858508604206,2.93690248565966
"Mini","Free","between",35,0.928,2.891
"Mini","Free","between",36,0.936580882352941,2.96691176470588
"Mini","Free","between",37,0.929791271347249,2.92599620493359
"Mini","Free","between",38,0.932754880694143,2.98481561822126
"Mini","Free","between",39,0.951644100580271,2.97485493230174
"Mini","Free","between",40,0.948643410852713,3.02519379844961
"Mini","Free","between",41,0.954935622317596,3.00643776824034
"Mini","Free","between",42,0.956565656565657,3.05050505050505
"Mini","Free","between",43,0.936734693877551,2.95102040816327
"Mini","Free","between",44,0.943204868154158,2.99797160243408
"Mini","Free","between",45,0.936902485659656,2.95219885277247
"Mini","Free","between",46,0.939024390243902,2.92682926829268
"Mini","Free","between",47,0.936660268714012,2.98368522072937
"Mini","Free","between",48,0.916498993963783,2.92354124748491
"Mini","Free","between",49,0.923611111111111,2.91269841269841
"Mini","Free","between",50,0.940828402366864,2.98816568047337
"Mini","Forced","none",31,0.923518164435946,2.91013384321224
"Mini","Forced","none",32,0.898969072164948,2.7659793814433
"Mini","Forced","none",33,0.897233201581028,2.82114624505929
"Mini","Forced","none",34,0.901673640167364,2.81799163179916
"Mini","Forced","none",35,0.902414486921529,2.75653923541247
"Mini","Forced","none",36,0.907975460122699,2.84662576687117
"Mini","Forced","none",37,0.900199600798403,2.81636726546906
"Mini","Forced","none",38,0.892418032786885,2.77151639344262
"Mini","Forced","none",39,0.91869918699187,2.90142276422764
"Mini","Forced","none",40,0.897959183673469,2.84795918367347
"Mini","Forced","none",41,0.880903490759754,2.80800821355236
"Mini","Forced","none",42,0.895463510848126,2.87376725838264
"Mini","Forced","none",43,0.89517625231911,2.80333951762523
"Mini","Forced","none",44,0.898760330578512,2.82747933884298
"Mini","Forced","none",45,0.912621359223301,2.83203883495146
"Mini","Forced","none",46,0.896586345381526,2.80421686746988
"Mini","Forced","none",47,0.873267326732673,2.72673267326733
"Mini","Forced","none",48,0.910958904109589,2.87279843444227
"Mini","Forced","none",49,0.920841683366733,2.84468937875751
"Mini","Forced","none",50,0.921052631578947,2.90977443609023
"Mini","Forced","gossip",31,0.910204081632653,2.84591836734694
"Mini","Forced","gossip",32,0.888246628131021,2.82080924855491
"Mini","Forced","gossip",33,0.905797101449275,2.82336956521739
"Mini","Forced","gossip",34,0.910750507099391,2.80223123732252
"Mini","Forced","gossip",35,0.915611814345992,2.84493670886076
"Mini","Forced","gossip",36,0.918200408997955,2.84764826175869
"Mini","Forced","gossip",37,0.901408450704225,2.81891348088531
"Mini","Forced","gossip",38,0.886939571150097,2.81481481481481
"Mini","Forced","gossip",39,0.890486725663717,2.84181415929204
"Mini","Forced","gossip",40,0.899577167019027,2.8276955602537
"Mini","Forced","gossip",41,0.895161290322581,2.79233870967742
"Mini","Forced","gossip",42,0.933194154488518,2.92797494780793
"Mini","Forced","gossip",43,0.905075187969925,2.80545112781955
"Mini","Forced","gossip",44,0.890562248995984,2.77008032128514
"Mini","Forced","gossip",45,0.915841584158416,2.87326732673267
"Mini","Forced","gossip",46,0.900934579439252,2.81401869158879
"Mini","Forced","gossip",47,0.900406504065041,2.82215447154472
"Mini","Forced","gossip",48,0.870488322717622,2.71125265392781
"Mini","Forced","gossip",49,0.897388059701492,2.84421641791045
"Mini","Forced","gossip",50,0.922924901185771,2.87845849802372
"Mini","Forced","between",31,0.926851851851852,2.97407407407407
"Mini","Forced","between",32,0.922138836772983,2.91744840525328
"Mini","Forced","between",33,0.940695296523517,2.93456032719836
"Mini","Forced","between",34,0.939655172413793,2.97701149425287
"Mini","Forced","between",35,0.937137330754352,2.95551257253385
"Mini","Forced","between",36,0.925298804780876,2.91235059760956
"Mini","Forced","between",37,0.925553319919517,2.95674044265594
"Mini","Forced","between",38,0.925047438330171,2.93168880455408
"Mini","Forced","between",39,0.92490494296578,2.93060836501901
"Mini","Forced","between",40,0.935114503816794,2.99045801526718
"Mini","Forced","between",41,0.938577586206897,2.96443965517241
"Mini","Forced","between",42,0.909090909090909,2.88781431334623
"Mini","Forced","between",43,0.923762376237624,2.96336633663366
"Mini","Forced","between",44,0.916666666666667,2.90084388185654
"Mini","Forced","between",45,0.947674418604651,2.97480620155039
"Mini","Forced","between",46,0.942196531791908,3.04046242774566
"Mini","Forced","between",47,0.934905660377358,2.92830188679245
"Mini","Forced","between",48,0.928270042194093,2.92194092827004
"Mini","Forced","between",49,0.923236514522822,2.98547717842324
"Mini","Forced","between",50,0.942505133470226,3.00616016427105
"Mini","Forced","both",31,0.933399602385686,2.96023856858847
"Mini","Forced","both",32,0.95063025210084,2.96848739495798
"Mini","Forced","both",33,0.940661478599222,2.93287937743191
"Mini","Forced","both",34,0.94291754756871,2.99365750528541
"Mini","Forced","both",35,0.943786982248521,3.04043392504931
"Mini","Forced","both",36,0.947791164658635,3.00401606425703
"Mini","Forced","both",37,0.93859649122807,3.01169590643275
"Mini","Forced","both",38,0.952848722986248,3.07072691552063
"Mini","Forced","both",39,0.950187969924812,2.9812030075188
"Mini","Forced","both",40,0.946540880503145,3.0293501048218
"Mini","Forced","both",41,0.940881763527054,2.97094188376753
"Mini","Forced","both",42,0.942015209125475,2.98479087452471
"Mini","Forced","both",43,0.933747412008282,2.98447204968944
"Mini","Forced","both",44,0.9375,2.939453125
"Mini","Forced","both",45,0.946640316205534,2.96837944664032
"Mini","Forced","both",46,0.950676982591876,2.92746615087041
"Mini","Forced","both",47,0.943452380952381,2.92361111111111
"Mini","Forced","both",48,0.924098671726755,2.91935483870968
"Mini","Forced","both",49,0.92827868852459,2.96618852459016
"Mini","Forced","both",50,0.934607645875252,2.91146881287726
"Nano","Free","both",31,0.932457786116323,2.8733583489681
"Nano","Free","both",32,0.947852760736196,2.93456032719836
"Nano","Free","both",33,0.920652173913043,2.85434782608696
"Nano","Free","both",34,0.94551282051282,2.87393162393162
"Nano","Free","both",35,0.928730512249443,2.87305122494432
"Nano","Free","both",36,0.958254269449715,2.95825426944972
"Nano","Free","both",37,0.933586337760911,2.90322580645161
"Nano","Free","both",38,0.944237918215613,2.93122676579926
"Nano","Free","both",39,0.917008196721312,2.7858606557377
"Nano","Free","both",40,0.945269016697588,2.95269016697588
"Nano","Free","both",41,0.933852140077821,2.94941634241245
"Nano","Free","both",42,0.9208984375,2.873046875
"Nano","Free","both",43,0.927974947807933,2.88622129436326
"Nano","Free","both",44,0.951335877862595,2.93320610687023
"Nano","Free","both",45,0.95656779661017,2.96398305084746
"Nano","Free","both",46,0.95190380761523,2.91983967935872
"Nano","Free","both",47,0.936605316973415,2.9478527607362
"Nano","Free","both",48,0.929591836734694,2.90612244897959
"Nano","Free","both",49,0.933062880324544,2.8448275862069
"Nano","Free","both",50,0.944444444444444,2.91452991452991
"Nano","Free","none",31,0.899793388429752,2.83264462809917
"Nano","Free","none",32,0.903883495145631,2.80194174757282
"Nano","Free","none",33,0.917457305502846,2.8899430740038
"Nano","Free","none",34,0.892430278884462,2.8496015936255
"Nano","Free","none",35,0.874220374220374,2.73492723492723
"Nano","Free","none",36,0.917777777777778,2.87333333333333
"Nano","Free","none",37,0.914194915254237,2.84639830508475
"Nano","Free","none",38,0.9,2.78173076923077
"Nano","Free","none",39,0.906813627254509,2.84268537074148
"Nano","Free","none",40,0.901821862348178,2.80668016194332
"Nano","Free","none",41,0.892233009708738,2.75533980582524
"Nano","Free","none",42,0.904809619238477,2.84468937875751
"Nano","Free","none",43,0.911009174311927,2.88899082568807
"Nano","Free","none",44,0.885796545105566,2.7763915547025
"Nano","Free","none",45,0.913223140495868,2.89359504132231
"Nano","Free","none",46,0.886029411764706,2.83363970588235
"Nano","Free","none",47,0.900188323917137,2.84463276836158
"Nano","Free","none",48,0.900216919739696,2.81344902386117
"Nano","Free","none",49,0.908898305084746,2.88877118644068
"Nano","Free","none",50,0.9,2.78387096774194
"Nano","Free","gossip",31,0.886458333333333,2.859375
"Nano","Free","gossip",32,0.90625,2.87600806451613
"Nano","Free","gossip",33,0.910337552742616,2.88291139240506
"Nano","Free","gossip",34,0.888548057259714,2.73926380368098
"Nano","Free","gossip",35,0.910309278350515,2.83917525773196
"Nano","Free","gossip",36,0.892578125,2.8251953125
"Nano","Free","gossip",37,0.890196078431372,2.82254901960784
"Nano","Free","gossip",38,0.901273885350318,2.85244161358811
"Nano","Free","gossip",39,0.902286902286902,2.93035343035343
"Nano","Free","gossip",40,0.895192307692308,2.79326923076923
"Nano","Free","gossip",41,0.890342052313883,2.76659959758551
"Nano","Free","gossip",42,0.894837476099426,2.83938814531549
"Nano","Free","gossip",43,0.92495126705653,2.86939571150097
"Nano","Free","gossip",44,0.885281385281385,2.82792207792208
"Nano","Free","gossip",45,0.917953667953668,2.88320463320463
"Nano","Free","gossip",46,0.888211382113821,2.80081300813008
"Nano","Free","gossip",47,0.901109057301294,2.80591497227357
"Nano","Free","gossip",48,0.886270491803279,2.78893442622951
"Nano","Free","gossip",49,0.887814313346228,2.79593810444874
"Nano","Free","gossip",50,0.906183368869936,2.78251599147122
"Nano","Free","between",31,0.934511434511434,2.90956340956341
"Nano","Free","between",32,0.912995594713656,2.8590308370044
"Nano","Free","between",33,0.935272045028142,2.8733583489681
"Nano","Free","between",34,0.932432432432432,2.89478764478764
"Nano","Free","between",35,0.945525291828794,2.93968871595331
"Nano","Free","between",36,0.944664031620553,2.91798418972332
"Nano","Free","between",37,0.940613026819923,2.88122605363985
"Nano","Free","between",38,0.945974576271186,2.91949152542373
"Nano","Free","between",39,0.925298804780876,2.92330677290837
"Nano","Free","between",40,0.922090729783038,2.8974358974359
"Nano","Free","between",41,0.941682600382409,2.9282982791587
"Nano","Free","between",42,0.942990654205608,2.9411214953271
"Nano","Free","between",43,0.916,2.849
"Nano","Free","between",44,0.932539682539683,2.88392857142857
"Nano","Free","between",45,0.954059829059829,2.9508547008547
"Nano","Free","between",46,0.936842105263158,2.92631578947368
"Nano","Free","between",47,0.939549180327869,2.86270491803279
"Nano","Free","between",48,0.926877470355731,2.87944664031621
"Nano","Free","between",49,0.931640625,2.888671875
"Nano","Free","between",50,0.927685950413223,2.83780991735537
"GPT","Free","both",31,0.97577519379845,2.91763565891473
"GPT","Free","both",32,0.976626016260163,3.02134146341463
"GPT","Free","both",33,0.980532786885246,3.01434426229508
"GPT","Free","both",34,0.976626016260163,2.95325203252033
"GPT","Free","both",35,0.982617586912066,2.9560327198364
"GPT","Free","both",36,0.97319587628866,2.91855670103093
"GPT","Free","both",37,0.976666666666667,2.94555555555556
"GPT","Free","both",38,0.977064220183486,3.00550458715596
"GPT","Free","both",39,0.974444444444444,2.94777777777778
"GPT","Free","both",40,0.972007722007722,2.97393822393822
"GPT","Free","both",41,0.981519507186858,3.00616016427105
"GPT","Free","both",42,0.972433460076046,2.94011406844106
"GPT","Free","both",43,0.986734693877551,2.95102040816327
"GPT","Free","both",44,0.968302658486708,2.98159509202454
"GPT","Free","both",45,0.96608527131783,2.92926356589147
"GPT","Free","both",46,0.975103734439834,2.99688796680498
"GPT","Free","both",47,0.981561822125813,2.98156182212581
"GPT","Free","both",48,0.983014861995754,3.04140127388535
"GPT","Free","both",49,0.972448979591837,2.98367346938775
"GPT","Free","both",50,0.983430799220273,2.97173489278752
"GPT","Free","none",31,0.952282157676348,2.92634854771784
"GPT","Free","none",32,0.935714285714286,2.83877551020408
"GPT","Free","none",33,0.937636761487965,2.88183807439825
"GPT","Free","none",34,0.913502109704641,2.79957805907173
"GPT","Free","none",35,0.946629213483146,2.91104868913858
"GPT","Free","none",36,0.938383838383838,2.87070707070707
"GPT","Free","none",37,0.93713163064833,2.8614931237721
"GPT","Free","none",38,0.95578947368421,2.89157894736842
"GPT","Free","none",39,0.953934740882918,2.94721689059501
"GPT","Free","none",40,0.923762376237624,2.81980198019802
"GPT","Free","none",41,0.920743639921722,2.83365949119374
"GPT","Free","none",42,0.928861788617886,2.84451219512195
"GPT","Free","none",43,0.927551020408163,2.86326530612245
"GPT","Free","none",44,0.928118393234672,2.84672304439746
"GPT","Free","none",45,0.931467181467181,2.92277992277992
"GPT","Free","none",46,0.901408450704225,2.74446680080483
"GPT","Free","none",47,0.959340659340659,2.91978021978022
"GPT","Free","none",48,0.920718816067653,2.79175475687104
"GPT","Free","none",49,0.948412698412698,2.8968253968254
"GPT","Free","none",50,0.942607003891051,2.90272373540856
"GPT","Free","gossip",31,0.954459203036053,2.92220113851992
"GPT","Free","gossip",32,0.920318725099602,2.85557768924303
"GPT","Free","gossip",33,0.913207547169811,2.80471698113208
"GPT","Free","gossip",34,0.927865612648221,2.79249011857708
"GPT","Free","gossip",35,0.924395161290323,2.78729838709677
"GPT","Free","gossip",36,0.92094861660079,2.81916996047431
"GPT","Free","gossip",37,0.909506398537477,2.77787934186472
"GPT","Free","gossip",38,0.91703056768559,2.8471615720524
"GPT","Free","gossip",39,0.950191570881226,2.87931034482759
"GPT","Free","gossip",40,0.94047619047619,2.84424603174603
"GPT","Free","gossip",41,0.941371681415929,2.84955752212389
"GPT","Free","gossip",42,0.934782608695652,2.86067193675889
"GPT","Free","gossip",43,0.931775700934579,2.88411214953271
"GPT","Free","gossip",44,0.957661290322581,2.91129032258065
"GPT","Free","gossip",45,0.959381044487427,2.9458413926499
"GPT","Free","gossip",46,0.92495126705653,2.7962962962963
"GPT","Free","gossip",47,0.931547619047619,2.89384920634921
"GPT","Free","gossip",48,0.92953667953668,2.86969111969112
"GPT","Free","gossip",49,0.942574257425742,2.9029702970297
"GPT","Free","gossip",50,0.910358565737052,2.76494023904382
"GPT","Free","between",31,0.982758620689655,2.99188640973631
"GPT","Free","between",32,0.976953907815631,3.07815631262525
"GPT","Free","between",33,0.976626016260163,2.95121951219512
"GPT","Free","between",34,0.978682170542636,2.99127906976744
"GPT","Free","between",35,0.97228144989339,3.03731343283582
"GPT","Free","between",36,0.973856209150327,2.97167755991285
"GPT","Free","between",37,0.956701030927835,2.97525773195876
"GPT","Free","between",38,0.969123505976096,2.95219123505976
"GPT","Free","between",39,0.966873706004141,2.96169772256729
"GPT","Free","between",40,0.972587719298246,3.01535087719298
"GPT","Free","between",41,0.978350515463918,3.00927835051546
"GPT","Free","between",42,0.971349353049908,2.9445471349353
"GPT","Free","between",43,0.9648033126294,2.95445134575569
"GPT","Free","between",44,0.966417910447761,2.94776119402985
"GPT","Free","between",45,0.9638671875,2.986328125
"GPT","Free","between",46,0.98238747553816,3.0293542074364
"GPT","Free","between",47,0.969548133595285,2.95481335952849
"GPT","Free","between",48,0.965686274509804,2.95294117647059
"GPT","Free","between",49,0.983772819472617,2.97464503042596
"GPT","Free","between",50,0.96608527131783,2.94961240310078
